Airport,Airline,Age,Gender,Destination,DepartureHr,DepartureTime,AccessTime,ProvinceResidence,ModeTransport,NoTransport,FlyingCompanion,Nationality,TransportCat,KoreanAir,Asiana,KoreanLCC,Foreign,Inchoen,Gimpo,Male,Female,Southeast AsiaD,ChinaD,JapanD,PersonalRoad,PublicSlow,PublicFast,SpecialityOthers,Korea,ChinaN,JapanN,SoutheastAsiaN,OtherN,DepartureHourFilled,AccessTimeFilled
1,3.0,34.0,,3.0,21,4,60.0,3,3,2,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,21.0,60.0
1,3.0,35.0,2.0,3.0,21,4,,1,1,2,2,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,21.0,44.0
1,2.0,45.0,1.0,3.0,21,4,70.0,1,6,1,0,1,3,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,21.0,70.0
1,4.0,41.0,1.0,3.0,20,3,30.0,1,5,2,0,1,2,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,20.0,30.0
1,1.0,47.0,1.0,3.0,17,2,10.0,1,2,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,17.0,10.0
1,1.0,55.0,2.0,1.0,16,2,30.0,3,3,2,2,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,16.0,30.0
1,1.0,59.0,2.0,3.0,20,3,15.0,1,2,2,2,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,20.0,15.0
1,1.0,54.0,1.0,3.0,18,3,20.0,1,2,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,18.0,20.0
1,3.0,63.0,2.0,3.0,21,4,,1,1,2,2,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,21.0,44.0
1,3.0,80.0,2.0,3.0,20,3,,1,1,2,3,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,20.0,44.0
1,2.0,35.0,1.0,3.0,16,2,30.0,1,5,1,1,1,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,16.0,30.0
1,1.0,50.0,1.0,3.0,20,3,,1,5,1,6,1,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,20.0,44.0
1,2.0,62.0,1.0,1.0,20,3,,2,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,20.0,33.0
1,2.0,19.0,1.0,1.0,20,3,60.0,2,1,1,8,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,20.0,60.0
1,1.0,43.0,1.0,3.0,17,2,20.0,3,2,2,2,4,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,17.0,20.0
1,4.0,30.0,1.0,1.0,20,3,,1,5,2,1,1,2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,20.0,44.0
1,2.0,55.0,2.0,1.0,8,3,,5,8,2,1,1,3,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,8.0,147.0
1,1.0,35.0,1.0,3.0,20,3,65.0,5,8,2,2,1,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,20.0,65.0
1,4.0,30.0,2.0,1.0,20,3,,8,5,1,2,1,2,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,20.0,35.0
1,3.0,27.0,,3.0,19,3,,1,5,1,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,19.0,44.0
1,4.0,42.0,1.0,2.0,17,2,,1,1,1,3,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,17.0,44.0
1,1.0,67.0,2.0,3.0,5,2,180.0,5,8,1,1,1,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,5.0,180.0
1,2.0,45.0,1.0,1.0,17,2,60.0,5,1,2,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,17.0,60.0
1,4.0,27.0,2.0,3.0,6,2,30.0,8,2,2,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,6.0,30.0
1,1.0,35.0,1.0,3.0,18,3,10.0,1,2,1,0,5,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,18.0,10.0
1,4.0,21.0,2.0,3.0,11,4,25.0,1,3,2,0,4,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,11.0,25.0
1,1.0,23.0,2.0,3.0,20,3,60.0,1,6,1,1,4,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,20.0,60.0
1,3.0,29.0,1.0,3.0,,1,20.0,1,2,1,3,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,11.0,20.0
1,4.0,43.0,2.0,1.0,18,3,60.0,3,4,2,2,1,2,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,18.0,60.0
1,4.0,52.0,2.0,3.0,9,1,30.0,3,2,2,12,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,9.0,30.0
1,3.0,43.0,2.0,2.0,15,2,90.0,3,1,1,3,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,15.0,90.0
1,1.0,51.0,1.0,3.0,17,2,,3,1,1,11,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,17.0,64.0
1,1.0,22.0,2.0,1.0,,2,80.0,1,5,1,0,1,2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,16.0,80.0
1,4.0,30.0,2.0,3.0,,1,,3,5,1,3,1,2,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,11.0,57.0
1,2.0,23.0,2.0,2.0,21,4,60.0,1,5,1,10,1,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,21.0,60.0
1,1.0,30.0,2.0,2.0,,4,,3,5,1,2,1,2,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,21.0,57.0
1,2.0,37.0,2.0,3.0,20,3,,3,5,2,3,1,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,20.0,57.0
1,1.0,33.0,2.0,3.0,20,3,,3,6,1,2,1,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,20.0,59.0
1,2.0,29.0,2.0,1.0,8,3,90.0,3,1,1,1,2,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,8.0,90.0
1,1.0,50.0,2.0,3.0,20,3,60.0,3,1,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,20.0,60.0
1,2.0,25.0,2.0,2.0,9,4,20.0,3,3,2,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,9.0,20.0
1,4.0,23.0,1.0,1.0,18,3,80.0,1,5,1,1,1,2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.0,80.0
1,1.0,20.0,2.0,2.0,20,3,30.0,3,3,2,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,20.0,30.0
1,2.0,27.0,2.0,3.0,20,3,,1,5,2,2,1,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,20.0,44.0
1,2.0,22.0,2.0,1.0,20,3,390.0,6,4,1,4,1,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,20.0,390.0
1,2.0,62.0,2.0,1.0,20,3,,3,9,1,6,1,4,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,20.0,107.0
1,4.0,53.0,2.0,3.0,,4,90.0,3,1,1,4,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,21.0,90.0
1,1.0,41.0,2.0,3.0,20,3,,3,5,1,3,1,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,20.0,57.0
1,4.0,52.0,2.0,3.0,,4,90.0,1,1,1,4,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,21.0,90.0
1,2.0,60.0,2.0,1.0,20,3,120.0,3,5,1,4,1,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,20.0,120.0
1,4.0,41.0,2.0,3.0,20,3,,3,2,3,3,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,20.0,16.0
1,4.0,45.0,1.0,1.0,20,3,,2,2,1,2,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,20.0,20.0
1,2.0,37.0,1.0,3.0,8,4,50.0,1,1,1,5,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8.0,50.0
1,2.0,22.0,1.0,1.0,20,3,,1,5,2,0,1,2,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,20.0,44.0
1,2.0,25.0,2.0,2.0,21,4,40.0,1,5,1,0,1,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,21.0,40.0
1,2.0,33.0,2.0,3.0,20,3,60.0,1,6,1,4,1,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,20.0,60.0
1,3.0,43.0,2.0,3.0,8,3,,1,1,1,7,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,8.0,44.0
2,2.0,44.0,1.0,2.0,15,2,60.0,3,1,1,1,3,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,15.0,60.0
2,2.0,45.0,2.0,2.0,15,2,60.0,8,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,15.0,60.0
2,3.0,58.0,2.0,2.0,14,2,40.0,8,2,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,14.0,40.0
2,4.0,20.0,1.0,1.0,19,3,40.0,1,5,2,2,2,2,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,19.0,40.0
2,2.0,32.0,1.0,1.0,16,2,80.0,4,2,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,16.0,80.0
2,2.0,76.0,1.0,2.0,,3,90.0,3,1,1,2,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,20.0,90.0
2,4.0,26.0,1.0,1.0,19,3,40.0,8,6,1,0,2,3,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,19.0,40.0
2,4.0,40.0,1.0,1.0,19,3,30.0,5,1,1,7,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,19.0,30.0
2,4.0,19.0,2.0,1.0,19,3,60.0,8,3,1,1,5,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,19.0,60.0
2,4.0,27.0,2.0,1.0,19,3,60.0,8,2,1,2,2,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,19.0,60.0
2,2.0,60.0,2.0,2.0,20,3,40.0,8,2,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,20.0,40.0
2,4.0,45.0,1.0,1.0,19,3,30.0,8,2,1,0,2,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,19.0,30.0
2,1.0,37.0,1.0,2.0,19,3,90.0,8,1,1,1,3,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19.0,90.0
2,4.0,55.0,1.0,1.0,19,3,60.0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,19.0,60.0
2,4.0,23.0,2.0,1.0,19,3,30.0,8,5,1,1,2,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,19.0,30.0
2,4.0,23.0,2.0,1.0,19,3,30.0,8,5,1,1,2,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,19.0,30.0
2,4.0,62.0,1.0,2.0,19,3,60.0,1,5,1,1,1,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,19.0,60.0
2,4.0,60.0,2.0,2.0,19,3,60.0,1,5,1,1,1,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,19.0,60.0
2,2.0,25.0,1.0,2.0,,3,40.0,1,1,1,4,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,20.0,40.0
2,2.0,40.0,,2.0,16,2,120.0,4,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,16.0,120.0
2,1.0,50.0,2.0,2.0,16,2,30.0,8,2,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,16.0,30.0
2,2.0,53.0,1.0,2.0,16,2,60.0,1,2,1,4,5,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16.0,60.0
2,2.0,39.0,2.0,2.0,16,2,25.0,3,1,1,3,5,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,16.0,25.0
2,2.0,17.0,1.0,1.0,16,2,60.0,8,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,16.0,60.0
2,2.0,21.0,2.0,1.0,16,2,90.0,3,6,1,0,1,3,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,16.0,90.0
2,1.0,43.0,1.0,1.0,16,2,60.0,8,2,1,4,5,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,16.0,60.0
2,2.0,50.0,1.0,2.0,20,3,60.0,8,2,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,20.0,60.0
2,2.0,20.0,1.0,2.0,20,3,40.0,3,5,1,0,1,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,20.0,40.0
2,2.0,28.0,2.0,2.0,17,2,40.0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,17.0,40.0
2,2.0,32.0,1.0,2.0,20,3,60.0,8,8,1,1,1,3,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,20.0,60.0
2,2.0,39.0,2.0,2.0,20,3,30.0,1,2,1,2,3,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,20.0,30.0
2,1.0,19.0,1.0,2.0,19,3,60.0,1,2,1,2,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,19.0,60.0
2,1.0,50.0,1.0,2.0,20,3,50.0,2,5,1,34,3,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,20.0,50.0
2,2.0,40.0,2.0,2.0,20,3,60.0,1,2,1,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,20.0,60.0
2,2.0,35.0,1.0,2.0,20,3,70.0,8,2,1,1,3,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,20.0,70.0
2,2.0,23.0,1.0,2.0,19,3,30.0,1,5,1,0,1,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,19.0,30.0
2,2.0,27.0,1.0,2.0,20,3,20.0,1,5,1,1,1,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,20.0,20.0
2,4.0,48.0,1.0,1.0,19,3,50.0,8,6,2,4,1,3,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,19.0,50.0
2,2.0,26.0,1.0,2.0,,3,40.0,1,5,1,1,3,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,20.0,40.0
2,2.0,30.0,2.0,1.0,16,2,40.0,2,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,16.0,40.0
2,2.0,32.0,1.0,1.0,16,2,,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,16.0,44.0
2,1.0,36.0,1.0,2.0,16,2,20.0,1,2,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,16.0,20.0
2,1.0,34.0,2.0,1.0,16,2,60.0,8,11,1,0,1,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,16.0,60.0
2,1.0,49.0,2.0,2.0,16,2,40.0,8,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,16.0,40.0
2,2.0,30.0,1.0,1.0,16,2,4.0,3,3,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,16.0,4.0
2,2.0,60.0,2.0,2.0,15,2,180.0,5,8,2,1,1,3,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,15.0,180.0
2,2.0,35.0,1.0,2.0,20,3,20.0,2,2,2,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,20.0,20.0
2,4.0,40.0,1.0,1.0,19,3,30.0,8,2,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,19.0,30.0
2,1.0,44.0,2.0,2.0,19,3,30.0,8,1,1,28,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,19.0,30.0
2,2.0,40.0,2.0,2.0,17,2,45.0,1,1,1,11,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,17.0,45.0
2,1.0,68.0,1.0,2.0,19,3,50.0,8,3,1,2,3,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19.0,50.0
2,1.0,55.0,1.0,1.0,16,2,50.0,8,10,1,1,1,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,16.0,50.0
2,3.0,28.0,1.0,3.0,11,1,20.0,1,3,1,3,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,11.0,20.0
2,1.0,37.0,2.0,1.0,9,1,90.0,1,5,1,0,1,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,9.0,90.0
2,2.0,30.0,2.0,1.0,13,2,60.0,1,5,1,1,2,2,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,13.0,60.0
2,4.0,47.0,1.0,1.0,12,2,90.0,3,1,1,8,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,12.0,90.0
2,2.0,53.0,1.0,1.0,16,2,60.0,1,3,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,16.0,60.0
2,3.0,60.0,2.0,3.0,10,1,,1,3,1,3,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,10.0,30.0
2,4.0,66.0,1.0,2.0,12,2,20.0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,12.0,20.0
2,1.0,72.0,2.0,1.0,16,2,150.0,6,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,16.0,150.0
2,4.0,32.0,1.0,3.0,13,2,7.0,3,6,1,2,1,3,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,13.0,7.0
2,4.0,22.0,2.0,1.0,12,2,30.0,2,1,1,7,2,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,12.0,30.0
2,4.0,28.0,2.0,3.0,13,2,80.0,3,6,1,2,1,3,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,13.0,80.0
2,4.0,30.0,2.0,2.0,12,2,20.0,2,1,1,1,3,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,12.0,20.0
2,1.0,23.0,1.0,2.0,9,1,60.0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,9.0,60.0
2,1.0,36.0,2.0,1.0,9,1,40.0,3,5,1,0,2,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,9.0,40.0
2,4.0,29.0,2.0,2.0,12,2,20.0,1,1,2,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,12.0,20.0
2,3.0,44.0,2.0,2.0,14,2,60.0,3,6,1,1,3,3,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,14.0,60.0
2,4.0,25.0,2.0,2.0,12,2,60.0,3,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,12.0,60.0
2,4.0,54.0,1.0,2.0,12,2,32.0,1,2,1,7,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,12.0,32.0
2,3.0,27.0,2.0,3.0,11,1,30.0,3,6,1,2,5,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,11.0,30.0
2,4.0,40.0,1.0,1.0,12,2,15.0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,12.0,15.0
2,1.0,74.0,2.0,1.0,16,2,120.0,3,9,1,13,1,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,16.0,120.0
2,1.0,68.0,2.0,1.0,16,2,120.0,3,9,1,13,1,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,16.0,120.0
2,3.0,60.0,2.0,2.0,,2,20.0,8,2,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,16.0,20.0
2,4.0,34.0,1.0,2.0,20,3,30.0,3,2,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,20.0,30.0
2,4.0,40.0,1.0,2.0,20,3,40.0,8,5,1,0,3,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,20.0,40.0
2,4.0,38.0,2.0,1.0,17,2,20.0,1,5,1,0,1,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,17.0,20.0
2,3.0,45.0,2.0,2.0,14,2,60.0,8,6,1,1,3,3,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,14.0,60.0
2,3.0,29.0,2.0,2.0,14,2,40.0,1,3,1,3,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,14.0,40.0
2,1.0,45.0,1.0,2.0,16,2,30.0,3,4,2,0,3,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,16.0,30.0
2,1.0,61.0,2.0,2.0,16,2,40.0,6,2,1,20,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,16.0,40.0
2,1.0,19.0,1.0,2.0,16,2,90.0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,16.0,90.0
2,1.0,33.0,1.0,1.0,16,2,50.0,1,1,1,2,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,16.0,50.0
2,1.0,46.0,1.0,1.0,16,2,30.0,3,1,1,2,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,16.0,30.0
2,1.0,23.0,2.0,2.0,16,2,60.0,1,6,1,0,1,3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,16.0,60.0
2,4.0,35.0,1.0,2.0,7,3,180.0,8,6,1,0,3,3,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,7.0,180.0
2,2.0,42.0,1.0,2.0,17,2,60.0,1,1,1,10,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,17.0,60.0
2,1.0,52.0,2.0,2.0,16,2,60.0,3,5,1,2,1,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,16.0,60.0
2,1.0,35.0,2.0,2.0,19,3,90.0,1,5,1,2,1,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,19.0,90.0
2,4.0,24.0,2.0,1.0,19,3,30.0,8,5,1,4,2,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,19.0,30.0
2,2.0,34.0,2.0,2.0,17,2,40.0,8,1,1,2,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,17.0,40.0
2,4.0,27.0,1.0,2.0,19,3,30.0,8,2,1,0,3,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19.0,30.0
2,4.0,55.0,2.0,2.0,20,3,30.0,8,5,1,2,3,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,20.0,30.0
2,2.0,45.0,2.0,2.0,20,3,150.0,3,6,2,0,1,3,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,20.0,150.0
2,1.0,59.0,2.0,1.0,19,3,40.0,3,5,1,4,1,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,19.0,40.0
2,4.0,22.0,1.0,2.0,19,3,,1,8,1,0,1,3,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,19.0,90.0
2,2.0,43.0,1.0,2.0,20,3,120.0,8,8,2,0,3,3,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,20.0,120.0
2,4.0,39.0,2.0,1.0,19,3,50.0,8,2,1,1,2,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,19.0,50.0
2,2.0,21.0,2.0,2.0,20,3,40.0,8,2,1,1,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,20.0,40.0
2,4.0,20.0,2.0,2.0,20,3,20.0,8,5,2,2,3,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,20.0,20.0
2,4.0,22.0,2.0,2.0,20,3,20.0,8,5,2,2,3,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,20.0,20.0
2,4.0,23.0,1.0,2.0,15,2,10.0,1,3,2,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,15.0,10.0
2,4.0,21.0,2.0,2.0,16,2,40.0,3,5,1,1,1,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,16.0,40.0
