Airline,Airport,Age,Gender,TripPurpose,NoTripsLastYear,Destination,SeatClass,Airfare,Occupation,DepartureHr,Nationality,DepartureTime,OccupationCat,airlineCat,Inchoen,Gimpo,Male,Female,Southeast AsiaD,ChinaD,JapanD,Economy,Business,First,Leisure,BusinessPurpose,Study,OtherPurpose,HighLevelProfessionals,Service,SelfEmployed,NonWorking,KoreanMajor,KoreanLCForeign,Korea,ChinaN,JapanN,SoutheastAsiaN,OtherN,DepartureHourFilled
2.0,1,52.0,2.0,1,2,3.0,1.0,70.0,8,17,1,2,4,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,17.0
3.0,1,71.0,2.0,1,2,3.0,1.0,50.0,12,8,5,3,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,8.0
2.0,1,54.0,2.0,4,4,2.0,1.0,50.0,9,6,1,3,4,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,6.0
2.0,1,37.0,2.0,2,3,3.0,1.0,76.0,2,20,4,3,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,20.0
2.0,1,37.0,1.0,2,10,1.0,1.0,30.0,12,20,1,3,3,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,20.0
2.0,1,41.0,2.0,1,0,3.0,1.0,36.0,7,7,1,3,3,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,7.0
3.0,1,27.0,1.0,1,1,3.0,1.0,40.0,1,19,1,3,1,2,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,19.0
3.0,1,28.0,2.0,1,3,3.0,1.0,31.0,12,19,1,3,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,19.0
3.0,1,29.0,2.0,1,3,3.0,1.0,31.0,2,19,4,3,1,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,19.0
1.0,1,56.0,2.0,1,1,2.0,2.0,260.0,12,17,3,2,3,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,17.0
2.0,1,59.0,2.0,1,3,3.0,1.0,50.0,12,19,1,3,3,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,19.0
1.0,1,30.0,2.0,1,2,3.0,1.0,50.0,2,17,1,2,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,17.0
1.0,1,28.0,2.0,1,1,3.0,1.0,45.0,12,8,4,3,3,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,8.0
1.0,1,21.0,2.0,3,3,1.0,1.0,45.0,8,19,1,3,4,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,19.0
3.0,1,29.0,2.0,1,2,3.0,1.0,56.0,12,19,1,3,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,19.0
1.0,1,26.0,1.0,1,2,1.0,1.0,28.0,12,16,1,2,3,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,16.0
1.0,1,25.0,2.0,1,2,3.0,1.0,,12,8,1,2,3,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,8.0
4.0,1,37.0,2.0,1,3,3.0,1.0,53.0,12,20,1,3,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,20.0
3.0,1,33.0,1.0,1,0,3.0,1.0,56.0,12,19,1,3,3,2,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,19.0
3.0,1,34.0,,1,2,3.0,1.0,53.0,12,21,1,4,3,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,21.0
3.0,1,35.0,2.0,1,1,3.0,1.0,58.0,12,21,1,4,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,21.0
2.0,1,45.0,1.0,2,7,3.0,2.0,,1,21,1,4,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,21.0
4.0,1,41.0,1.0,1,3,3.0,1.0,53.0,12,20,1,3,3,2,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,20.0
1.0,1,47.0,1.0,1,3,3.0,1.0,69.0,7,17,1,2,3,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,17.0
1.0,1,55.0,2.0,1,2,1.0,1.0,28.0,12,16,1,2,3,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,16.0
1.0,1,59.0,2.0,1,0,3.0,1.0,,12,20,1,3,3,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,20.0
1.0,1,54.0,1.0,2,1,3.0,1.0,82.0,2,18,1,3,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,18.0
3.0,1,63.0,2.0,1,1,3.0,1.0,58.0,12,21,1,4,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,21.0
3.0,1,80.0,2.0,1,0,3.0,1.0,50.0,12,20,1,3,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,20.0
2.0,1,35.0,1.0,1,5,3.0,1.0,30.0,2,16,1,2,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,16.0
1.0,1,50.0,1.0,1,3,3.0,2.0,50.0,5,20,1,3,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,20.0
2.0,1,62.0,1.0,1,0,1.0,1.0,,2,20,1,3,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,20.0
2.0,1,19.0,1.0,1,0,1.0,1.0,78.0,8,20,1,3,4,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,20.0
1.0,1,43.0,1.0,1,1,3.0,1.0,70.0,12,17,4,2,3,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,17.0
4.0,1,30.0,1.0,1,2,1.0,1.0,50.0,12,20,1,3,3,2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,20.0
2.0,1,55.0,2.0,1,2,1.0,2.0,66.0,12,8,1,3,3,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,8.0
1.0,1,35.0,1.0,1,1,3.0,1.0,45.0,12,20,1,3,3,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,20.0
4.0,1,30.0,2.0,1,7,1.0,2.0,50.0,2,20,1,3,1,2,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,20.0
3.0,1,27.0,,1,0,3.0,1.0,40.0,8,19,1,3,4,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,19.0
4.0,1,42.0,1.0,1,2,2.0,1.0,20.0,2,17,1,2,1,2,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,17.0
1.0,1,67.0,2.0,1,1,3.0,1.0,,7,5,1,2,3,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5.0
2.0,1,45.0,1.0,2,4,1.0,1.0,45.0,12,17,1,2,3,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,17.0
4.0,1,27.0,2.0,1,3,3.0,1.0,50.0,12,6,1,2,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,6.0
1.0,1,35.0,1.0,1,6,3.0,1.0,50.0,4,18,5,3,2,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,18.0
4.0,1,21.0,2.0,1,0,3.0,1.0,27.0,12,11,4,4,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,11.0
1.0,1,23.0,2.0,4,2,3.0,1.0,56.0,8,20,4,3,4,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,20.0
3.0,1,29.0,1.0,2,2,3.0,1.0,40.0,2,,1,1,1,2,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,11.0
4.0,1,43.0,2.0,1,3,1.0,1.0,35.0,12,18,1,3,3,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,18.0
4.0,1,52.0,2.0,1,1,3.0,3.0,,12,9,1,1,3,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,9.0
3.0,1,43.0,2.0,1,1,2.0,1.0,11.0,7,15,1,2,3,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,15.0
1.0,1,51.0,1.0,1,1,3.0,1.0,,12,17,1,2,3,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,17.0
1.0,1,22.0,2.0,1,1,1.0,1.0,57.0,3,,1,2,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16.0
4.0,1,30.0,2.0,1,2,3.0,1.0,,2,,1,1,1,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11.0
2.0,1,23.0,2.0,1,2,2.0,1.0,52.0,8,21,1,4,4,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,21.0
1.0,1,30.0,2.0,1,2,2.0,1.0,,12,,1,4,3,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,21.0
2.0,1,37.0,2.0,1,1,3.0,1.0,100.0,12,20,1,3,3,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,20.0
1.0,1,33.0,2.0,1,1,3.0,1.0,,12,20,1,3,3,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,20.0
2.0,1,29.0,2.0,1,0,1.0,1.0,52.0,3,8,2,3,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,8.0
1.0,1,50.0,2.0,1,4,3.0,1.0,50.0,5,20,1,3,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,20.0
2.0,1,25.0,2.0,3,1,2.0,1.0,30.0,12,9,1,4,3,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,9.0
4.0,1,23.0,1.0,3,1,1.0,1.0,,8,18,1,3,4,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,18.0
1.0,1,20.0,2.0,1,1,2.0,1.0,36.0,12,20,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,20.0
2.0,1,27.0,2.0,1,1,3.0,1.0,,12,20,1,3,3,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,20.0
2.0,1,22.0,2.0,1,1,1.0,1.0,40.0,8,20,1,3,4,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,20.0
2.0,1,62.0,2.0,1,1,1.0,1.0,,9,20,1,3,4,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,20.0
4.0,1,53.0,2.0,1,1,3.0,1.0,50.0,2,,1,4,1,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,21.0
1.0,1,41.0,2.0,1,1,3.0,1.0,,12,20,1,3,3,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,20.0
4.0,1,52.0,2.0,1,1,3.0,1.0,50.0,7,,1,4,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,21.0
2.0,1,60.0,2.0,1,1,1.0,1.0,,9,20,1,3,4,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,20.0
4.0,1,41.0,2.0,1,3,3.0,1.0,20.0,12,20,1,3,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,20.0
4.0,1,45.0,1.0,2,6,1.0,1.0,34.0,5,20,1,3,1,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,20.0
2.0,1,37.0,1.0,1,3,3.0,1.0,40.0,1,8,1,4,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,8.0
2.0,1,22.0,1.0,3,0,1.0,1.0,,8,20,1,3,4,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,20.0
2.0,1,25.0,2.0,3,0,2.0,1.0,,8,21,1,4,4,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,21.0
2.0,1,33.0,2.0,1,1,3.0,1.0,,2,20,1,3,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,20.0
3.0,1,43.0,2.0,1,2,3.0,1.0,70.0,7,8,1,3,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8.0
2.0,2,44.0,1.0,1,3,2.0,1.0,70.0,7,15,3,2,3,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,15.0
2.0,2,45.0,2.0,1,4,2.0,1.0,70.0,12,15,1,2,3,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15.0
3.0,2,58.0,2.0,1,5,2.0,1.0,23.0,9,14,1,2,4,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,14.0
4.0,2,20.0,1.0,3,2,1.0,3.0,67.0,1,19,2,3,1,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,19.0
2.0,2,32.0,1.0,2,2,1.0,1.0,30.0,12,16,1,2,3,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,16.0
2.0,2,76.0,1.0,4,0,2.0,,24.0,11,,1,3,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,20.0
4.0,2,26.0,1.0,3,1,1.0,1.0,30.0,8,19,2,3,4,2,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,19.0
4.0,2,40.0,1.0,2,6,1.0,2.0,89.0,2,19,1,3,1,2,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,19.0
4.0,2,19.0,2.0,1,3,1.0,1.0,,8,19,5,3,4,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,19.0
4.0,2,27.0,2.0,1,2,1.0,1.0,86.0,2,19,2,3,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,19.0
2.0,2,60.0,2.0,3,2,2.0,1.0,,9,20,1,3,4,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,20.0
4.0,2,45.0,1.0,2,7,1.0,1.0,87.0,5,19,2,3,1,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,19.0
1.0,2,37.0,1.0,2,2,2.0,1.0,70.0,1,19,3,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,19.0
4.0,2,55.0,1.0,2,5,1.0,1.0,50.0,1,19,1,3,1,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,19.0
4.0,2,23.0,2.0,1,0,1.0,1.0,24.0,2,19,2,3,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,19.0
4.0,2,23.0,2.0,1,0,1.0,,24.0,2,19,2,3,1,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,19.0
4.0,2,62.0,1.0,1,1,2.0,1.0,20.0,10,19,1,3,4,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,19.0
4.0,2,60.0,2.0,1,2,2.0,1.0,20.0,9,19,1,3,4,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,19.0
2.0,2,25.0,1.0,1,2,2.0,1.0,,8,,1,3,4,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,20.0
2.0,2,40.0,,1,3,2.0,1.0,34.14,7,16,1,2,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,16.0
1.0,2,50.0,2.0,1,5,2.0,1.0,40.0,9,16,1,2,4,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16.0
2.0,2,53.0,1.0,2,4,2.0,1.0,35.0,1,16,5,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,16.0
2.0,2,39.0,2.0,2,6,2.0,1.0,35.0,1,16,5,2,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,16.0
2.0,2,17.0,1.0,3,1,1.0,1.0,,12,16,1,2,3,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,16.0
2.0,2,21.0,2.0,1,2,1.0,1.0,,8,16,1,2,4,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16.0
1.0,2,43.0,1.0,1,5,1.0,1.0,37.0,6,16,5,2,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,16.0
2.0,2,50.0,1.0,2,10,2.0,2.0,50.0,5,20,1,3,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,20.0
2.0,2,20.0,1.0,1,1,2.0,1.0,50.0,8,20,1,3,4,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,20.0
2.0,2,28.0,2.0,1,4,2.0,1.0,50.0,2,17,1,2,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,17.0
2.0,2,32.0,1.0,2,3,2.0,1.0,70.0,2,20,1,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,20.0
2.0,2,39.0,2.0,1,3,2.0,1.0,35.0,2,20,3,3,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,20.0
1.0,2,19.0,1.0,3,3,2.0,1.0,,8,19,1,3,4,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,19.0
1.0,2,50.0,1.0,2,2,2.0,1.0,30.0,5,20,3,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,20.0
2.0,2,40.0,2.0,1,4,2.0,1.0,,11,20,4,3,4,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,20.0
2.0,2,35.0,1.0,2,15,2.0,1.0,90.0,1,20,3,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,20.0
2.0,2,23.0,1.0,1,1,2.0,1.0,30.0,8,19,1,3,4,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,19.0
2.0,2,27.0,1.0,2,2,2.0,1.0,40.0,2,20,1,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,20.0
4.0,2,48.0,1.0,2,10,1.0,1.0,78.0,2,19,1,3,1,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,19.0
2.0,2,26.0,1.0,1,2,2.0,1.0,40.0,2,,3,3,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,20.0
2.0,2,30.0,2.0,4,3,1.0,1.0,42.0,8,16,1,2,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,16.0
2.0,2,32.0,1.0,2,6,1.0,1.0,42.0,2,16,1,2,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,16.0
1.0,2,36.0,1.0,2,2,2.0,1.0,,5,16,1,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,16.0
1.0,2,34.0,2.0,4,5,1.0,1.0,,12,16,1,2,3,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,16.0
1.0,2,49.0,2.0,1,0,2.0,1.0,,1,16,1,2,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,16.0
2.0,2,30.0,1.0,2,4,1.0,1.0,40.0,1,16,1,2,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,16.0
2.0,2,60.0,2.0,1,2,2.0,1.0,,11,15,1,2,4,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,15.0
2.0,2,35.0,1.0,1,4,2.0,2.0,64.0,12,20,1,3,3,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,20.0
4.0,2,40.0,1.0,4,5,1.0,1.0,26.0,2,19,1,3,1,2,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,19.0
1.0,2,44.0,2.0,2,12,2.0,2.0,58.0,7,19,1,3,3,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,19.0
2.0,2,40.0,2.0,1,0,2.0,1.0,,9,17,1,2,4,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,17.0
1.0,2,68.0,1.0,2,2,2.0,1.0,,5,19,3,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,19.0
1.0,2,55.0,1.0,2,20,1.0,2.0,100.0,1,16,1,2,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,16.0
3.0,2,28.0,1.0,1,4,3.0,1.0,30.0,2,11,1,1,1,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11.0
1.0,2,37.0,2.0,4,1,1.0,1.0,50.0,1,9,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,9.0
2.0,2,30.0,2.0,1,1,1.0,1.0,34.0,2,13,2,2,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,13.0
4.0,2,47.0,1.0,2,2,1.0,1.0,,2,12,1,2,1,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,12.0
2.0,2,53.0,1.0,2,3,1.0,1.0,30.0,2,16,1,2,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,16.0
3.0,2,60.0,2.0,1,1,3.0,1.0,30.0,7,10,1,1,3,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,10.0
4.0,2,66.0,1.0,2,2,2.0,2.0,60.0,12,12,1,2,3,2,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,12.0
1.0,2,72.0,2.0,1,0,1.0,1.0,45.9,9,16,1,2,4,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16.0
4.0,2,32.0,1.0,1,1,3.0,1.0,35.0,5,13,1,2,1,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,13.0
4.0,2,22.0,2.0,2,6,1.0,1.0,,3,12,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,12.0
4.0,2,28.0,2.0,1,1,3.0,1.0,35.0,9,13,1,2,4,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,13.0
4.0,2,30.0,2.0,3,1,2.0,1.0,53.0,8,12,3,2,4,2,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,12.0
1.0,2,23.0,1.0,2,4,2.0,1.0,40.0,8,9,1,1,4,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,9.0
1.0,2,36.0,2.0,1,4,1.0,3.0,50.0,12,9,2,1,3,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,9.0
4.0,2,29.0,2.0,1,3,2.0,1.0,45.0,2,12,1,2,1,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,12.0
3.0,2,44.0,2.0,1,0,2.0,3.0,20.0,2,14,3,2,1,2,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,14.0
